# T[K], S_O2[eV/K], S_CO[eV/K]
1530.0000000000, 0.0026858627, 0.0026012004
1531.0000000000, 0.0026861074, 0.0026014438
1532.0000000000, 0.0026863518, 0.0026016869
1533.0000000000, 0.0026865962, 0.0026019300
1534.0000000000, 0.0026868403, 0.0026021729
1535.0000000000, 0.0026870843, 0.0026024156
1536.0000000000, 0.0026873282, 0.0026026582
1537.0000000000, 0.0026875719, 0.0026029006
1538.0000000000, 0.0026878155, 0.0026031429
1539.0000000000, 0.0026880589, 0.0026033851
1540.0000000000, 0.0026883022, 0.0026036271
1541.0000000000, 0.0026885453, 0.0026038689
1542.0000000000, 0.0026887883, 0.0026041107
1543.0000000000, 0.0026890312, 0.0026043522
1544.0000000000, 0.0026892739, 0.0026045937
1545.0000000000, 0.0026895164, 0.0026048349
1546.0000000000, 0.0026897588, 0.0026050761
1547.0000000000, 0.0026900010, 0.0026053171
1548.0000000000, 0.0026902431, 0.0026055579
1549.0000000000, 0.0026904851, 0.0026057986
1550.0000000000, 0.0026907269, 0.0026060392
1551.0000000000, 0.0026909686, 0.0026062796
1552.0000000000, 0.0026912101, 0.0026065198
1553.0000000000, 0.0026914514, 0.0026067600
1554.0000000000, 0.0026916927, 0.0026069999
1555.0000000000, 0.0026919337, 0.0026072398
1556.0000000000, 0.0026921747, 0.0026074795
1557.0000000000, 0.0026924155, 0.0026077190
1558.0000000000, 0.0026926561, 0.0026079584
1559.0000000000, 0.0026928966, 0.0026081977
1560.0000000000, 0.0026931370, 0.0026084368
1561.0000000000, 0.0026933772, 0.0026086758
1562.0000000000, 0.0026936172, 0.0026089147
1563.0000000000, 0.0026938572, 0.0026091534
1564.0000000000, 0.0026940969, 0.0026093919
1565.0000000000, 0.0026943366, 0.0026096303
1566.0000000000, 0.0026945761, 0.0026098686
1567.0000000000, 0.0026948154, 0.0026101067
1568.0000000000, 0.0026950546, 0.0026103447
1569.0000000000, 0.0026952937, 0.0026105826
1570.0000000000, 0.0026955326, 0.0026108203
1571.0000000000, 0.0026957714, 0.0026110578
1572.0000000000, 0.0026960100, 0.0026112953
1573.0000000000, 0.0026962485, 0.0026115326
1574.0000000000, 0.0026964868, 0.0026117697
1575.0000000000, 0.0026967251, 0.0026120067
1576.0000000000, 0.0026969631, 0.0026122436
1577.0000000000, 0.0026972010, 0.0026124803
1578.0000000000, 0.0026974388, 0.0026127169
1579.0000000000, 0.0026976765, 0.0026129533
1580.0000000000, 0.0026979140, 0.0026131896
1581.0000000000, 0.0026981513, 0.0026134258
1582.0000000000, 0.0026983885, 0.0026136618
1583.0000000000, 0.0026986256, 0.0026138977
1584.0000000000, 0.0026988625, 0.0026141335
1585.0000000000, 0.0026990993, 0.0026143691
1586.0000000000, 0.0026993360, 0.0026146046
1587.0000000000, 0.0026995725, 0.0026148399
1588.0000000000, 0.0026998089, 0.0026150751
1589.0000000000, 0.0027000451, 0.0026153102
1590.0000000000, 0.0027002812, 0.0026155451
1591.0000000000, 0.0027005172, 0.0026157799
1592.0000000000, 0.0027007530, 0.0026160145
1593.0000000000, 0.0027009887, 0.0026162490
1594.0000000000, 0.0027012242, 0.0026164834
1595.0000000000, 0.0027014596, 0.0026167177
1596.0000000000, 0.0027016949, 0.0026169518
1597.0000000000, 0.0027019300, 0.0026171857
1598.0000000000, 0.0027021650, 0.0026174195
1599.0000000000, 0.0027023998, 0.0026176532
1600.0000000000, 0.0027026345, 0.0026178868
1601.0000000000, 0.0027028691, 0.0026181202
1602.0000000000, 0.0027031035, 0.0026183535
1603.0000000000, 0.0027033378, 0.0026185866
1604.0000000000, 0.0027035720, 0.0026188197
1605.0000000000, 0.0027038060, 0.0026190525
1606.0000000000, 0.0027040399, 0.0026192853
1607.0000000000, 0.0027042736, 0.0026195179
1608.0000000000, 0.0027045072, 0.0026197504
1609.0000000000, 0.0027047407, 0.0026199827
1610.0000000000, 0.0027049740, 0.0026202149
1611.0000000000, 0.0027052072, 0.0026204470
1612.0000000000, 0.0027054403, 0.0026206789
1613.0000000000, 0.0027056732, 0.0026209107
1614.0000000000, 0.0027059060, 0.0026211424
1615.0000000000, 0.0027061387, 0.0026213739
1616.0000000000, 0.0027063712, 0.0026216053
1617.0000000000, 0.0027066036, 0.0026218366
1618.0000000000, 0.0027068358, 0.0026220677
1619.0000000000, 0.0027070680, 0.0026222987
1620.0000000000, 0.0027072999, 0.0026225296
1621.0000000000, 0.0027075318, 0.0026227603
1622.0000000000, 0.0027077635, 0.0026229909
1623.0000000000, 0.0027079951, 0.0026232213
1624.0000000000, 0.0027082265, 0.0026234517
1625.0000000000, 0.0027084578, 0.0026236819
1626.0000000000, 0.0027086890, 0.0026239120
1627.0000000000, 0.0027089200, 0.0026241419
1628.0000000000, 0.0027091509, 0.0026243717
1629.0000000000, 0.0027093817, 0.0026246014
1630.0000000000, 0.0027096124, 0.0026248309
1631.0000000000, 0.0027098429, 0.0026250603
1632.0000000000, 0.0027100732, 0.0026252896
1633.0000000000, 0.0027103035, 0.0026255188
1634.0000000000, 0.0027105336, 0.0026257478
1635.0000000000, 0.0027107636, 0.0026259767
1636.0000000000, 0.0027109934, 0.0026262054
1637.0000000000, 0.0027112231, 0.0026264340
1638.0000000000, 0.0027114527, 0.0026266625
1639.0000000000, 0.0027116821, 0.0026268909
1640.0000000000, 0.0027119115, 0.0026271191
1641.0000000000, 0.0027121406, 0.0026273472
1642.0000000000, 0.0027123697, 0.0026275752
1643.0000000000, 0.0027125986, 0.0026278030
1644.0000000000, 0.0027128274, 0.0026280308
1645.0000000000, 0.0027130561, 0.0026282583
1646.0000000000, 0.0027132846, 0.0026284858
1647.0000000000, 0.0027135130, 0.0026287131
1648.0000000000, 0.0027137412, 0.0026289403
1649.0000000000, 0.0027139694, 0.0026291674
1650.0000000000, 0.0027141974, 0.0026293943
1651.0000000000, 0.0027144252, 0.0026296211
1652.0000000000, 0.0027146530, 0.0026298478
1653.0000000000, 0.0027148806, 0.0026300744
1654.0000000000, 0.0027151081, 0.0026303008
1655.0000000000, 0.0027153354, 0.0026305271
1656.0000000000, 0.0027155627, 0.0026307533
1657.0000000000, 0.0027157898, 0.0026309793
1658.0000000000, 0.0027160167, 0.0026312052
1659.0000000000, 0.0027162436, 0.0026314310
1660.0000000000, 0.0027164703, 0.0026316567
1661.0000000000, 0.0027166968, 0.0026318822
1662.0000000000, 0.0027169233, 0.0026321076
1663.0000000000, 0.0027171496, 0.0026323329
1664.0000000000, 0.0027173758, 0.0026325581
1665.0000000000, 0.0027176019, 0.0026327831
1666.0000000000, 0.0027178278, 0.0026330080
1667.0000000000, 0.0027180536, 0.0026332328
1668.0000000000, 0.0027182793, 0.0026334574
1669.0000000000, 0.0027185048, 0.0026336819
1670.0000000000, 0.0027187303, 0.0026339063
1671.0000000000, 0.0027189556, 0.0026341306
1672.0000000000, 0.0027191807, 0.0026343547
1673.0000000000, 0.0027194058, 0.0026345788
1674.0000000000, 0.0027196307, 0.0026348026
1675.0000000000, 0.0027198555, 0.0026350264
1676.0000000000, 0.0027200801, 0.0026352501
1677.0000000000, 0.0027203047, 0.0026354736
1678.0000000000, 0.0027205291, 0.0026356970
1679.0000000000, 0.0027207534, 0.0026359202
1680.0000000000, 0.0027209775, 0.0026361434
1681.0000000000, 0.0027212016, 0.0026363664
1682.0000000000, 0.0027214255, 0.0026365893
1683.0000000000, 0.0027216492, 0.0026368121
1684.0000000000, 0.0027218729, 0.0026370347
1685.0000000000, 0.0027220964, 0.0026372572
1686.0000000000, 0.0027223198, 0.0026374796
1687.0000000000, 0.0027225431, 0.0026377019
1688.0000000000, 0.0027227663, 0.0026379240
1689.0000000000, 0.0027229893, 0.0026381461
1690.0000000000, 0.0027232122, 0.0026383680
1691.0000000000, 0.0027234350, 0.0026385898
1692.0000000000, 0.0027236576, 0.0026388114
1693.0000000000, 0.0027238802, 0.0026390330
1694.0000000000, 0.0027241026, 0.0026392544
1695.0000000000, 0.0027243248, 0.0026394757
1696.0000000000, 0.0027245470, 0.0026396968
1697.0000000000, 0.0027247690, 0.0026399179
1698.0000000000, 0.0027249909, 0.0026401388
1699.0000000000, 0.0027252127, 0.0026403596
1700.0000000000, 0.0027254344, 0.0026405803
1701.0000000000, 0.0027256559, 0.0026408008
1702.0000000000, 0.0027258773, 0.0026410213
1703.0000000000, 0.0027260986, 0.0026412416
1704.0000000000, 0.0027263198, 0.0026414618
1705.0000000000, 0.0027265408, 0.0026416819
1706.0000000000, 0.0027267618, 0.0026419018
1707.0000000000, 0.0027269826, 0.0026421216
1708.0000000000, 0.0027272033, 0.0026423413
1709.0000000000, 0.0027274238, 0.0026425609
1710.0000000000, 0.0027276442, 0.0026427804
1711.0000000000, 0.0027278646, 0.0026429997
1712.0000000000, 0.0027280848, 0.0026432190
1713.0000000000, 0.0027283048, 0.0026434381
1714.0000000000, 0.0027285248, 0.0026436571
1715.0000000000, 0.0027287446, 0.0026438759
1716.0000000000, 0.0027289643, 0.0026440947
1717.0000000000, 0.0027291839, 0.0026443133
1718.0000000000, 0.0027294033, 0.0026445318
1719.0000000000, 0.0027296227, 0.0026447502
1720.0000000000, 0.0027298419, 0.0026449685
1721.0000000000, 0.0027300610, 0.0026451866
1722.0000000000, 0.0027302800, 0.0026454047
1723.0000000000, 0.0027304989, 0.0026456226
1724.0000000000, 0.0027307176, 0.0026458404
1725.0000000000, 0.0027309362, 0.0026460580
1726.0000000000, 0.0027311547, 0.0026462756
1727.0000000000, 0.0027313731, 0.0026464930
1728.0000000000, 0.0027315913, 0.0026467103
1729.0000000000, 0.0027318095, 0.0026469275
1730.0000000000, 0.0027320275, 0.0026471446
1731.0000000000, 0.0027322454, 0.0026473616
1732.0000000000, 0.0027324632, 0.0026475784
1733.0000000000, 0.0027326809, 0.0026477952
1734.0000000000, 0.0027328984, 0.0026480118
1735.0000000000, 0.0027331158, 0.0026482283
1736.0000000000, 0.0027333331, 0.0026484446
1737.0000000000, 0.0027335503, 0.0026486609
1738.0000000000, 0.0027337674, 0.0026488770
1739.0000000000, 0.0027339843, 0.0026490931
1740.0000000000, 0.0027342012, 0.0026493090
1741.0000000000, 0.0027344179, 0.0026495248
1742.0000000000, 0.0027346345, 0.0026497404
1743.0000000000, 0.0027348510, 0.0026499560
1744.0000000000, 0.0027350673, 0.0026501715
1745.0000000000, 0.0027352836, 0.0026503868
1746.0000000000, 0.0027354997, 0.0026506020
1747.0000000000, 0.0027357157, 0.0026508171
1748.0000000000, 0.0027359316, 0.0026510321
1749.0000000000, 0.0027361474, 0.0026512469
1750.0000000000, 0.0027363630, 0.0026514617
1751.0000000000, 0.0027365786, 0.0026516763
1752.0000000000, 0.0027367940, 0.0026518908
1753.0000000000, 0.0027370093, 0.0026521052
1754.0000000000, 0.0027372245, 0.0026523195
1755.0000000000, 0.0027374395, 0.0026525337
1756.0000000000, 0.0027376545, 0.0026527477
1757.0000000000, 0.0027378693, 0.0026529617
1758.0000000000, 0.0027380841, 0.0026531755
1759.0000000000, 0.0027382987, 0.0026533892
1760.0000000000, 0.0027385132, 0.0026536028
1761.0000000000, 0.0027387275, 0.0026538163
1762.0000000000, 0.0027389418, 0.0026540297
1763.0000000000, 0.0027391560, 0.0026542429
1764.0000000000, 0.0027393700, 0.0026544561
1765.0000000000, 0.0027395839, 0.0026546691
1766.0000000000, 0.0027397977, 0.0026548820
1767.0000000000, 0.0027400114, 0.0026550948
1768.0000000000, 0.0027402250, 0.0026553075
1769.0000000000, 0.0027404384, 0.0026555201
1770.0000000000, 0.0027406518, 0.0026557325
1771.0000000000, 0.0027408650, 0.0026559449
1772.0000000000, 0.0027410781, 0.0026561571
1773.0000000000, 0.0027412911, 0.0026563692
1774.0000000000, 0.0027415040, 0.0026565812
1775.0000000000, 0.0027417168, 0.0026567931
1776.0000000000, 0.0027419294, 0.0026570049
1777.0000000000, 0.0027421420, 0.0026572166
1778.0000000000, 0.0027423544, 0.0026574281
1779.0000000000, 0.0027425667, 0.0026576396
1780.0000000000, 0.0027427789, 0.0026578509
1781.0000000000, 0.0027429910, 0.0026580621
1782.0000000000, 0.0027432030, 0.0026582733
1783.0000000000, 0.0027434148, 0.0026584843
1784.0000000000, 0.0027436266, 0.0026586951
1785.0000000000, 0.0027438382, 0.0026589059
1786.0000000000, 0.0027440498, 0.0026591166
1787.0000000000, 0.0027442612, 0.0026593271
1788.0000000000, 0.0027444725, 0.0026595376
1789.0000000000, 0.0027446837, 0.0026597479
1790.0000000000, 0.0027448947, 0.0026599581
1791.0000000000, 0.0027451057, 0.0026601682
1792.0000000000, 0.0027453166, 0.0026603782
1793.0000000000, 0.0027455273, 0.0026605881
1794.0000000000, 0.0027457379, 0.0026607979
1795.0000000000, 0.0027459484, 0.0026610076
1796.0000000000, 0.0027461589, 0.0026612171
1797.0000000000, 0.0027463691, 0.0026614266
1798.0000000000, 0.0027465793, 0.0026616359
1799.0000000000, 0.0027467894, 0.0026618451
1800.0000000000, 0.0027469994, 0.0026620543
1801.0000000000, 0.0027472092, 0.0026622633
1802.0000000000, 0.0027474190, 0.0026624722
1803.0000000000, 0.0027476286, 0.0026626810
1804.0000000000, 0.0027478381, 0.0026628896
1805.0000000000, 0.0027480475, 0.0026630982
1806.0000000000, 0.0027482568, 0.0026633067
1807.0000000000, 0.0027484660, 0.0026635150
1808.0000000000, 0.0027486751, 0.0026637233
1809.0000000000, 0.0027488840, 0.0026639314
1810.0000000000, 0.0027490929, 0.0026641394
1811.0000000000, 0.0027493016, 0.0026643473
1812.0000000000, 0.0027495103, 0.0026645551
1813.0000000000, 0.0027497188, 0.0026647628
1814.0000000000, 0.0027499272, 0.0026649704
1815.0000000000, 0.0027501355, 0.0026651779
1816.0000000000, 0.0027503437, 0.0026653853
1817.0000000000, 0.0027505518, 0.0026655926
1818.0000000000, 0.0027507598, 0.0026657997
1819.0000000000, 0.0027509677, 0.0026660068
1820.0000000000, 0.0027511754, 0.0026662137
1821.0000000000, 0.0027513831, 0.0026664206
1822.0000000000, 0.0027515907, 0.0026666273
1823.0000000000, 0.0027517981, 0.0026668339
1824.0000000000, 0.0027520054, 0.0026670404
1825.0000000000, 0.0027522126, 0.0026672468
1826.0000000000, 0.0027524198, 0.0026674531
1827.0000000000, 0.0027526268, 0.0026676593
1828.0000000000, 0.0027528337, 0.0026678654
1829.0000000000, 0.0027530405, 0.0026680714
1830.0000000000, 0.0027532471, 0.0026682773
1831.0000000000, 0.0027534537, 0.0026684831
1832.0000000000, 0.0027536602, 0.0026686887
1833.0000000000, 0.0027538665, 0.0026688943
1834.0000000000, 0.0027540728, 0.0026690997
1835.0000000000, 0.0027542789, 0.0026693051
1836.0000000000, 0.0027544850, 0.0026695103
1837.0000000000, 0.0027546909, 0.0026697155
1838.0000000000, 0.0027548967, 0.0026699205
1839.0000000000, 0.0027551025, 0.0026701254
1840.0000000000, 0.0027553081, 0.0026703302
1841.0000000000, 0.0027555136, 0.0026705349
1842.0000000000, 0.0027557190, 0.0026707395
1843.0000000000, 0.0027559243, 0.0026709440
1844.0000000000, 0.0027561295, 0.0026711484
1845.0000000000, 0.0027563345, 0.0026713527
1846.0000000000, 0.0027565395, 0.0026715569
1847.0000000000, 0.0027567444, 0.0026717610
1848.0000000000, 0.0027569491, 0.0026719650
1849.0000000000, 0.0027571538, 0.0026721689
1850.0000000000, 0.0027573584, 0.0026723726
1851.0000000000, 0.0027575628, 0.0026725763
1852.0000000000, 0.0027577671, 0.0026727798
1853.0000000000, 0.0027579714, 0.0026729833
1854.0000000000, 0.0027581755, 0.0026731867
1855.0000000000, 0.0027583795, 0.0026733899
1856.0000000000, 0.0027585835, 0.0026735931
1857.0000000000, 0.0027587873, 0.0026737961
1858.0000000000, 0.0027589910, 0.0026739990
1859.0000000000, 0.0027591946, 0.0026742019
1860.0000000000, 0.0027593981, 0.0026744046
1861.0000000000, 0.0027596015, 0.0026746072
1862.0000000000, 0.0027598048, 0.0026748097
1863.0000000000, 0.0027600080, 0.0026750122
1864.0000000000, 0.0027602111, 0.0026752145
1865.0000000000, 0.0027604141, 0.0026754167
1866.0000000000, 0.0027606169, 0.0026756188
1867.0000000000, 0.0027608197, 0.0026758208
1868.0000000000, 0.0027610224, 0.0026760227
1869.0000000000, 0.0027612249, 0.0026762245
1870.0000000000, 0.0027614274, 0.0026764262
1871.0000000000, 0.0027616298, 0.0026766279
1872.0000000000, 0.0027618320, 0.0026768294
1873.0000000000, 0.0027620342, 0.0026770307
1874.0000000000, 0.0027622362, 0.0026772320
1875.0000000000, 0.0027624382, 0.0026774332
1876.0000000000, 0.0027626400, 0.0026776343
1877.0000000000, 0.0027628418, 0.0026778353
1878.0000000000, 0.0027630434, 0.0026780362
1879.0000000000, 0.0027632450, 0.0026782370
1880.0000000000, 0.0027634464, 0.0026784377
1881.0000000000, 0.0027636477, 0.0026786383
1882.0000000000, 0.0027638490, 0.0026788388
1883.0000000000, 0.0027640501, 0.0026790391
1884.0000000000, 0.0027642511, 0.0026792394
1885.0000000000, 0.0027644520, 0.0026794396
1886.0000000000, 0.0027646529, 0.0026796397
1887.0000000000, 0.0027648536, 0.0026798397
1888.0000000000, 0.0027650542, 0.0026800395
1889.0000000000, 0.0027652547, 0.0026802393
1890.0000000000, 0.0027654552, 0.0026804390
1891.0000000000, 0.0027656555, 0.0026806386
1892.0000000000, 0.0027658557, 0.0026808381
1893.0000000000, 0.0027660558, 0.0026810374
1894.0000000000, 0.0027662558, 0.0026812367
1895.0000000000, 0.0027664557, 0.0026814359
1896.0000000000, 0.0027666555, 0.0026816350
1897.0000000000, 0.0027668553, 0.0026818340
1898.0000000000, 0.0027670549, 0.0026820328
1899.0000000000, 0.0027672544, 0.0026822316
1900.0000000000, 0.0027674538, 0.0026824303
1901.0000000000, 0.0027676531, 0.0026826289
1902.0000000000, 0.0027678523, 0.0026828274
1903.0000000000, 0.0027680514, 0.0026830257
1904.0000000000, 0.0027682504, 0.0026832240
1905.0000000000, 0.0027684493, 0.0026834222
1906.0000000000, 0.0027686481, 0.0026836203
1907.0000000000, 0.0027688469, 0.0026838183
1908.0000000000, 0.0027690455, 0.0026840162
1909.0000000000, 0.0027692440, 0.0026842140
1910.0000000000, 0.0027694424, 0.0026844117
1911.0000000000, 0.0027696407, 0.0026846093
1912.0000000000, 0.0027698389, 0.0026848068
1913.0000000000, 0.0027700370, 0.0026850042
1914.0000000000, 0.0027702350, 0.0026852015
1915.0000000000, 0.0027704330, 0.0026853987
1916.0000000000, 0.0027706308, 0.0026855958
1917.0000000000, 0.0027708285, 0.0026857928
1918.0000000000, 0.0027710261, 0.0026859897
1919.0000000000, 0.0027712236, 0.0026861865
1920.0000000000, 0.0027714211, 0.0026863832
1921.0000000000, 0.0027716184, 0.0026865798
1922.0000000000, 0.0027718156, 0.0026867764
1923.0000000000, 0.0027720127, 0.0026869728
1924.0000000000, 0.0027722098, 0.0026871691
1925.0000000000, 0.0027724067, 0.0026873653
1926.0000000000, 0.0027726035, 0.0026875615
1927.0000000000, 0.0027728003, 0.0026877575
1928.0000000000, 0.0027729969, 0.0026879534
1929.0000000000, 0.0027731935, 0.0026881493
1930.0000000000, 0.0027733899, 0.0026883450
1931.0000000000, 0.0027735863, 0.0026885407
1932.0000000000, 0.0027737825, 0.0026887362
1933.0000000000, 0.0027739787, 0.0026889317
1934.0000000000, 0.0027741747, 0.0026891271
1935.0000000000, 0.0027743707, 0.0026893223
1936.0000000000, 0.0027745665, 0.0026895175
1937.0000000000, 0.0027747623, 0.0026897126
1938.0000000000, 0.0027749580, 0.0026899075
1939.0000000000, 0.0027751535, 0.0026901024
1940.0000000000, 0.0027753490, 0.0026902972
1941.0000000000, 0.0027755444, 0.0026904919
1942.0000000000, 0.0027757397, 0.0026906865
1943.0000000000, 0.0027759349, 0.0026908810
1944.0000000000, 0.0027761300, 0.0026910754
1945.0000000000, 0.0027763249, 0.0026912697
1946.0000000000, 0.0027765198, 0.0026914639
1947.0000000000, 0.0027767146, 0.0026916580
1948.0000000000, 0.0027769094, 0.0026918521
1949.0000000000, 0.0027771040, 0.0026920460
1950.0000000000, 0.0027772985, 0.0026922398
1951.0000000000, 0.0027774929, 0.0026924336
1952.0000000000, 0.0027776872, 0.0026926272
1953.0000000000, 0.0027778815, 0.0026928208
1954.0000000000, 0.0027780756, 0.0026930142
1955.0000000000, 0.0027782696, 0.0026932076
1956.0000000000, 0.0027784636, 0.0026934009
1957.0000000000, 0.0027786574, 0.0026935941
1958.0000000000, 0.0027788512, 0.0026937871
1959.0000000000, 0.0027790448, 0.0026939801
1960.0000000000, 0.0027792384, 0.0026941730
1961.0000000000, 0.0027794319, 0.0026943658
1962.0000000000, 0.0027796252, 0.0026945585
1963.0000000000, 0.0027798185, 0.0026947511
1964.0000000000, 0.0027800117, 0.0026949437
1965.0000000000, 0.0027802048, 0.0026951361
1966.0000000000, 0.0027803978, 0.0026953284
1967.0000000000, 0.0027805907, 0.0026955207
1968.0000000000, 0.0027807835, 0.0026957128
1969.0000000000, 0.0027809762, 0.0026959049
1970.0000000000, 0.0027811689, 0.0026960968
1971.0000000000, 0.0027813614, 0.0026962887
1972.0000000000, 0.0027815538, 0.0026964805
1973.0000000000, 0.0027817462, 0.0026966722
1974.0000000000, 0.0027819384, 0.0026968638
1975.0000000000, 0.0027821306, 0.0026970553
1976.0000000000, 0.0027823226, 0.0026972467
1977.0000000000, 0.0027825146, 0.0026974380
1978.0000000000, 0.0027827065, 0.0026976292
1979.0000000000, 0.0027828983, 0.0026978203
1980.0000000000, 0.0027830899, 0.0026980114
1981.0000000000, 0.0027832815, 0.0026982023
1982.0000000000, 0.0027834730, 0.0026983932
1983.0000000000, 0.0027836645, 0.0026985839
1984.0000000000, 0.0027838558, 0.0026987746
1985.0000000000, 0.0027840470, 0.0026989652
1986.0000000000, 0.0027842381, 0.0026991557
1987.0000000000, 0.0027844292, 0.0026993461
1988.0000000000, 0.0027846201, 0.0026995364
1989.0000000000, 0.0027848110, 0.0026997266
1990.0000000000, 0.0027850018, 0.0026999167
1991.0000000000, 0.0027851924, 0.0027001067
1992.0000000000, 0.0027853830, 0.0027002967
1993.0000000000, 0.0027855735, 0.0027004865
1994.0000000000, 0.0027857639, 0.0027006763
1995.0000000000, 0.0027859542, 0.0027008660
1996.0000000000, 0.0027861444, 0.0027010555
1997.0000000000, 0.0027863345, 0.0027012450
1998.0000000000, 0.0027865246, 0.0027014344
1999.0000000000, 0.0027867145, 0.0027016237
2000.0000000000, 0.0027869044, 0.0027018130
